cmd,unshared_data_size,wall_clk,major_pg_faults,file_input_num,avg_mem_use,max_proc_size,file_output_num,cpu_pct,minor_pg_faults,kernel_cpu_time,user_cpu_time,swp_num,avg_shared_text_size,pg_size,cxt_switch_num,wall_clk_sec,signal_num,avg_unshared_stack_size,socket_rcv_msg_num,socket_send_msg_num,avg_proc_size,cxt_yield_num,exit
test-lake,0,0:13.71,0,0,0,11784,0,100%,4011,0.00,13.71,0,0,4096,48,13.71,0,0,0,0,0,1,0
test-lake,0,0:13.57,0,0,0,11792,0,99%,4012,0.00,13.56,0,0,4096,46,13.57,0,0,0,0,0,1,0
test-lake,0,0:13.57,0,0,0,11784,0,100%,4011,0.00,13.56,0,0,4096,48,13.57,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11876,0,99%,4015,0.00,13.55,0,0,4096,53,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.57,0,0,0,11772,0,100%,4013,0.00,13.56,0,0,4096,49,13.57,0,0,0,0,0,1,0
test-lake,0,0:13.57,0,0,0,11804,0,100%,4012,0.00,13.57,0,0,4096,43,13.57,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11788,0,100%,4012,0.00,13.55,0,0,4096,36,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.57,0,0,0,11788,0,99%,4012,0.00,13.56,0,0,4096,42,13.57,0,0,0,0,0,1,0
test-lake,0,0:13.54,0,0,0,11844,0,99%,4014,0.01,13.53,0,0,4096,27,13.54,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11784,0,99%,4011,0.00,13.55,0,0,4096,48,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.53,0,0,0,11780,0,100%,4012,0.00,13.53,0,0,4096,24,13.53,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11840,0,100%,4013,0.00,13.56,0,0,4096,39,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11792,0,100%,4013,0.00,13.56,0,0,4096,46,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11780,0,99%,4012,0.00,13.55,0,0,4096,43,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.54,0,0,0,11920,0,99%,4015,0.00,13.54,0,0,4096,25,13.54,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11840,0,99%,4014,0.01,13.55,0,0,4096,45,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.62,0,0,0,11840,0,99%,4013,0.00,13.61,0,0,4096,25,13.62,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11756,0,100%,4012,0.00,13.55,0,0,4096,28,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11728,0,100%,4012,0.00,13.55,0,0,4096,46,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.58,0,0,0,11848,0,100%,4012,0.00,13.58,0,0,4096,45,13.58,0,0,0,0,0,1,0
test-lake,0,0:13.54,0,0,0,11788,0,99%,4012,0.00,13.53,0,0,4096,26,13.54,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11788,0,100%,4012,0.00,13.56,0,0,4096,50,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11848,0,100%,4014,0.00,13.54,0,0,4096,46,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11804,0,100%,4013,0.00,13.55,0,0,4096,51,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.54,0,0,0,11848,0,100%,4012,0.00,13.54,0,0,4096,26,13.54,0,0,0,0,0,1,0
test-lake,0,0:13.57,0,0,0,11804,0,99%,4011,0.01,13.56,0,0,4096,41,13.57,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11840,0,99%,4013,0.00,13.55,0,0,4096,23,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.57,0,0,0,11848,0,99%,4012,0.00,13.57,0,0,4096,44,13.57,0,0,0,0,0,1,0
test-lake,0,0:13.53,0,0,0,11840,0,100%,4014,0.00,13.53,0,0,4096,29,13.53,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11844,0,100%,4012,0.00,13.56,0,0,4096,51,13.56,0,0,0,0,0,1,0
ref-biglake,0,4:01.53,0,0,0,335372,0,99%,96062,0.09,241.43,0,0,4096,787,241.53,0,0,0,0,0,1,0
ref-biglake,0,3:59.44,0,0,0,335536,0,99%,96065,0.10,239.33,0,0,4096,383,239.44,0,0,0,0,0,1,0
ref-biglake,0,4:03.10,0,0,0,335388,0,99%,96063,0.10,242.99,0,0,4096,461,243.10,0,0,0,0,0,1,0
ref-biglake,0,4:00.98,0,0,0,335456,0,99%,96063,0.10,240.87,0,0,4096,798,240.98,0,0,0,0,0,1,0
ref-biglake,0,4:00.08,0,0,0,335488,0,99%,96064,0.11,239.97,0,0,4096,454,240.08,0,0,0,0,0,1,0
ref-biglake,0,4:01.58,0,0,0,335388,0,99%,96063,0.07,241.50,0,0,4096,809,241.58,0,0,0,0,0,1,0
ref-biglake,0,3:59.37,0,0,0,335440,0,99%,96062,0.11,239.26,0,0,4096,399,239.37,0,0,0,0,0,1,0
ref-biglake,0,4:00.99,0,0,0,335536,0,99%,96066,0.08,240.90,0,0,4096,700,240.99,0,0,0,0,0,1,0
ref-biglake,0,4:01.34,0,0,0,335372,0,99%,96062,0.10,241.23,0,0,4096,645,241.34,0,0,0,0,0,1,0
