cmd,unshared_data_size,wall_clk,major_pg_faults,file_input_num,avg_mem_use,max_proc_size,file_output_num,cpu_pct,minor_pg_faults,kernel_cpu_time,user_cpu_time,swp_num,avg_shared_text_size,pg_size,cxt_switch_num,wall_clk_sec,signal_num,avg_unshared_stack_size,socket_rcv_msg_num,socket_send_msg_num,avg_proc_size,cxt_yield_num,exit
test,0,2:24.70,0,0,0,207820,0,99%,54296,0.05,144.64,0,0,4096,430,144.70,0,0,0,0,0,1,0
test,0,2:24.70,0,0,0,207824,0,99%,54296,0.05,144.64,0,0,4096,477,144.70,0,0,0,0,0,1,0
test,0,2:24.70,0,0,0,207812,0,99%,54295,0.05,144.64,0,0,4096,523,144.70,0,0,0,0,0,1,0
test,0,2:24.82,0,0,0,207768,0,99%,54295,0.05,144.76,0,0,4096,340,144.82,0,0,0,0,0,1,0
test,0,2:24.74,0,0,0,207816,0,99%,54296,0.03,144.70,0,0,4096,566,144.74,0,0,0,0,0,1,0
test,0,2:24.71,0,0,0,207768,0,99%,54295,0.05,144.65,0,0,4096,573,144.71,0,0,0,0,0,1,0
test,0,2:24.82,0,0,0,207824,0,99%,54296,0.05,144.77,0,0,4096,310,144.82,0,0,0,0,0,1,0
test,0,2:24.72,0,0,0,207820,0,99%,54296,0.05,144.67,0,0,4096,545,144.72,0,0,0,0,0,1,0
test,0,2:24.80,0,0,0,207824,0,99%,54296,0.05,144.74,0,0,4096,315,144.80,0,0,0,0,0,1,0
test,0,2:24.68,0,0,0,207816,0,99%,54296,0.06,144.61,0,0,4096,446,144.68,0,0,0,0,0,1,0
test,0,2:24.69,0,0,0,207776,0,99%,54296,0.05,144.63,0,0,4096,488,144.69,0,0,0,0,0,1,0
test,0,2:24.74,0,0,0,207764,0,99%,54295,0.03,144.71,0,0,4096,520,144.74,0,0,0,0,0,1,0
test,0,2:24.72,0,0,0,207824,0,99%,54296,0.06,144.65,0,0,4096,536,144.72,0,0,0,0,0,1,0
test,0,2:24.71,0,0,0,207812,0,99%,54295,0.04,144.66,0,0,4096,524,144.71,0,0,0,0,0,1,0
test,0,2:24.73,0,0,0,207768,0,99%,54295,0.03,144.69,0,0,4096,486,144.73,0,0,0,0,0,1,0
test,0,2:24.82,0,0,0,207872,0,100%,54297,0.05,144.76,0,0,4096,313,144.82,0,0,0,0,0,1,0
test,0,2:24.71,0,0,0,207872,0,99%,54297,0.06,144.64,0,0,4096,529,144.71,0,0,0,0,0,1,0
test,0,2:24.81,0,0,0,207812,0,99%,54295,0.05,144.75,0,0,4096,302,144.81,0,0,0,0,0,1,0
test,0,2:24.74,0,0,0,207812,0,99%,54295,0.05,144.68,0,0,4096,472,144.74,0,0,0,0,0,1,0
