cmd,unshared_data_size,wall_clk,major_pg_faults,file_input_num,avg_mem_use,max_proc_size,file_output_num,cpu_pct,minor_pg_faults,kernel_cpu_time,user_cpu_time,swp_num,avg_shared_text_size,pg_size,cxt_switch_num,wall_clk_sec,signal_num,avg_unshared_stack_size,socket_rcv_msg_num,socket_send_msg_num,avg_proc_size,cxt_yield_num,exit
test-lake,0,0:13.56,0,0,0,11776,0,99%,4012,0.00,13.55,0,0,4096,44,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.58,0,0,0,11848,0,99%,4014,0.00,13.57,0,0,4096,32,13.58,0,0,0,0,0,1,0
test-lake,0,0:13.61,0,0,0,11908,0,99%,4014,0.00,13.61,0,0,4096,42,13.61,0,0,0,0,0,1,0
test-lake,0,0:13.54,0,0,0,11792,0,99%,4012,0.00,13.53,0,0,4096,43,13.54,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11776,0,100%,4012,0.00,13.55,0,0,4096,53,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.58,0,0,0,11788,0,99%,4011,0.00,13.57,0,0,4096,46,13.58,0,0,0,0,0,1,0
test-lake,0,0:13.54,0,0,0,11852,0,99%,4013,0.00,13.53,0,0,4096,33,13.54,0,0,0,0,0,1,0
test-lake,0,0:13.57,0,0,0,11788,0,100%,4011,0.00,13.57,0,0,4096,46,13.57,0,0,0,0,0,1,0
test-lake,0,0:13.67,0,0,0,11740,0,99%,4012,0.00,13.66,0,0,4096,48,13.67,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11924,0,99%,4015,0.00,13.54,0,0,4096,26,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.58,0,0,0,11808,0,100%,4011,0.00,13.58,0,0,4096,52,13.58,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11776,0,99%,4012,0.00,13.54,0,0,4096,44,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11804,0,99%,4011,0.00,13.55,0,0,4096,60,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.63,0,0,0,11940,0,100%,4016,0.01,13.62,0,0,4096,61,13.63,0,0,0,0,0,1,0
test-lake,0,0:13.54,0,0,0,11796,0,100%,4013,0.00,13.54,0,0,4096,43,13.54,0,0,0,0,0,1,0
test-lake,0,0:13.58,0,0,0,11732,0,100%,4013,0.00,13.58,0,0,4096,60,13.58,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11860,0,100%,4013,0.00,13.55,0,0,4096,49,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11808,0,100%,4011,0.00,13.54,0,0,4096,52,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11792,0,100%,4013,0.00,13.56,0,0,4096,34,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11740,0,100%,4013,0.00,13.55,0,0,4096,51,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.57,0,0,0,11852,0,100%,4012,0.00,13.56,0,0,4096,59,13.57,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11924,0,99%,4015,0.00,13.55,0,0,4096,41,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.54,0,0,0,11852,0,100%,4012,0.00,13.54,0,0,4096,26,13.54,0,0,0,0,0,1,0
test-lake,0,0:13.62,0,0,0,11924,0,100%,4015,0.00,13.61,0,0,4096,39,13.62,0,0,0,0,0,1,0
test-lake,0,0:13.57,0,0,0,11924,0,99%,4015,0.00,13.56,0,0,4096,33,13.57,0,0,0,0,0,1,0
test-lake,0,0:13.55,0,0,0,11732,0,99%,4012,0.00,13.55,0,0,4096,53,13.55,0,0,0,0,0,1,0
test-lake,0,0:13.56,0,0,0,11852,0,99%,4012,0.00,13.55,0,0,4096,45,13.56,0,0,0,0,0,1,0
test-lake,0,0:13.57,0,0,0,11844,0,99%,4014,0.00,13.57,0,0,4096,59,13.57,0,0,0,0,0,1,0
test-lake,0,0:13.58,0,0,0,11852,0,99%,4013,0.00,13.57,0,0,4096,66,13.58,0,0,0,0,0,1,0
test-lake,0,0:13.70,0,0,0,11924,0,100%,4015,0.01,13.69,0,0,4096,56,13.70,0,0,0,0,0,1,0
ref-biglake,0,4:00.11,0,0,0,335316,0,99%,96062,0.10,240.01,0,0,4096,613,240.11,0,0,0,0,0,1,0
ref-biglake,0,4:01.12,0,0,0,335316,0,99%,96062,0.11,241.00,0,0,4096,646,241.12,0,0,0,0,0,1,0
ref-biglake,0,4:01.48,0,0,0,335408,0,99%,96064,0.14,241.33,0,0,4096,748,241.48,0,0,0,0,0,1,0
ref-biglake,0,4:01.29,0,0,0,335336,0,99%,96062,0.08,241.20,0,0,4096,752,241.29,0,0,0,0,0,1,0
ref-biglake,0,4:00.86,0,0,0,335540,0,99%,96065,0.08,240.77,0,0,4096,686,240.86,0,0,0,0,0,1,0
ref-biglake,0,4:00.09,0,0,0,335460,0,99%,96063,0.07,240.01,0,0,4096,770,240.09,0,0,0,0,0,1,0
ref-biglake,0,4:00.10,0,0,0,335444,0,99%,96063,0.12,239.97,0,0,4096,819,240.10,0,0,0,0,0,1,0
ref-biglake,0,4:01.25,0,0,0,335384,0,99%,96061,0.12,241.11,0,0,4096,788,241.25,0,0,0,0,0,1,0
ref-biglake,0,4:06.15,0,0,0,335412,0,99%,96064,0.11,246.04,0,0,4096,692,246.15,0,0,0,0,0,1,0
ref-biglake,0,4:00.89,0,0,0,335372,0,99%,96062,0.10,240.78,0,0,4096,655,240.89,0,0,0,0,0,1,0
ref-biglake,0,4:02.05,0,0,0,335460,0,99%,96063,0.09,241.95,0,0,4096,708,242.05,0,0,0,0,0,1,0
ref-biglake,0,4:00.97,0,0,0,335452,0,99%,96062,0.10,240.85,0,0,4096,676,240.97,0,0,0,0,0,1,0
ref-biglake,0,4:04.12,0,0,0,335316,0,99%,96062,0.13,243.98,0,0,4096,786,244.12,0,0,0,0,0,1,0
ref-biglake,0,4:04.13,0,0,0,335460,0,99%,96063,0.08,244.04,0,0,4096,681,244.13,0,0,0,0,0,1,0
ref-biglake,0,4:00.11,0,0,0,335376,0,99%,96062,0.08,240.01,0,0,4096,725,240.11,0,0,0,0,0,1,0
ref-biglake,0,3:59.82,0,0,0,335316,0,99%,96062,0.09,239.72,0,0,4096,723,239.82,0,0,0,0,0,1,0
ref-biglake,0,4:01.76,0,0,0,335372,0,99%,96062,0.11,241.64,0,0,4096,791,241.76,0,0,0,0,0,1,0
ref-biglake,0,4:00.09,0,0,0,335408,0,99%,96063,0.11,239.97,0,0,4096,724,240.09,0,0,0,0,0,1,0
ref-biglake,0,4:00.96,0,0,0,335432,0,99%,96064,0.08,240.87,0,0,4096,611,240.96,0,0,0,0,0,1,0
ref-biglake,0,4:04.41,0,0,0,335428,0,99%,96064,0.08,244.32,0,0,4096,577,244.41,0,0,0,0,0,1,0
ref-biglake,0,4:01.17,0,0,0,335352,0,99%,96062,0.12,241.03,0,0,4096,602,241.17,0,0,0,0,0,1,0
ref-biglake,0,4:00.58,0,0,0,335540,0,99%,96065,0.12,240.45,0,0,4096,767,240.58,0,0,0,0,0,1,0
ref-biglake,0,4:04.85,0,0,0,335372,0,99%,96064,0.11,244.73,0,0,4096,824,244.85,0,0,0,0,0,1,0
